Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
43.0,Male,Shirt,Clothing,22.0,Maine,Summer,3.5,No,Standard,1,Cash,Bi-Weekly
19.0,Male,Handbag,Accessories,53.0,Minnesota,Spring,5.0,No,Next Day Air,35,PayPal,Weekly
40.0,Male,Jacket,Outerwear,41.0,New Mexico,Fall,3.4,No,Next Day Air,49,Venmo,Monthly
51.0,Male,Skirt,Clothing,64.0,Arkansas,Summer,3.1,No,Store Pickup,47,PayPal,Annually
51.0,Male,Handbag,Accessories,40.0,Oklahoma,Winter,3.4,No,2-Day Shipping,24,Bank Transfer,Every 3 Months
66.0,Male,Blouse,Clothing,33.0,Utah,Summer,4.0,No,Standard,28,Debit Card,Fortnightly
42.0,Male,T-shirt,Clothing,59.0,Wisconsin,Winter,2.7,No,Store Pickup,22,Bank Transfer,Quarterly
22.0,Male,Pants,Clothing,73.0,Utah,Fall,3.6,No,Free Shipping,20,Cash,Weekly
31.0,Male,Hoodie,Clothing,22.0,Utah,Winter,4.0,No,Free Shipping,25,Bank Transfer,Weekly
18.0,Male,Boots,Footwear,73.0,South Carolina,Fall,3.8,No,Free Shipping,15,Venmo,Quarterly
21.0,Male,Blouse,Clothing,62.0,Hawaii,Fall,3.4,No,Next Day Air,49,Venmo,Bi-Weekly
35.0,Male,Coat,Outerwear,56.0,Alaska,Winter,3.2,No,Free Shipping,10,Debit Card,Fortnightly
35.0,Male,Pants,Clothing,90.0,Colorado,Spring,4.7,No,Next Day Air,21,Credit Card,Annually
27.0,Male,Sunglasses,Accessories,44.0,West Virginia,Winter,3.1,No,Next Day Air,34,Bank Transfer,Weekly
65.0,Male,Jeans,Clothing,35.0,Oregon,Summer,3.3,No,Next Day Air,41,Debit Card,Weekly
41.0,Male,Pants,Clothing,71.0,Ohio,Summer,4.8,No,2-Day Shipping,30,Venmo,Fortnightly
60.0,Male,Dress,Clothing,52.0,Massachusetts,Fall,4.5,No,Next Day Air,24,Debit Card,Bi-Weekly
61.0,Male,Shoes,Footwear,37.0,Louisiana,Summer,3.4,No,Store Pickup,6,Credit Card,Annually
24.0,Male,Sneakers,Footwear,95.0,Virginia,Winter,3.7,No,2-Day Shipping,14,Credit Card,Bi-Weekly
65.0,Male,Socks,Clothing,97.0,New York,Fall,4.9,No,2-Day Shipping,37,Credit Card,Bi-Weekly
23.0,Male,Coat,Outerwear,57.0,Arkansas,Spring,3.5,No,Next Day Air,37,Venmo,Quarterly
30.0,Male,Shirt,Clothing,93.0,New Mexico,Spring,4.6,No,Standard,28,PayPal,Weekly
33.0,Male,Blouse,Clothing,48.0,Minnesota,Winter,4.6,No,Standard,43,PayPal,Bi-Weekly
22.0,Male,Gloves,Accessories,75.0,Illinois,Fall,4.2,No,Store Pickup,25,Cash,Annually
67.0,Male,Skirt,Clothing,70.0,Georgia,Winter,3.7,No,Free Shipping,4,PayPal,Annually
28.0,Male,Handbag,Accessories,26.0,Mississippi,Winter,3.0,No,Next Day Air,13,Venmo,Fortnightly
32.0,Male,Shirt,Clothing,73.0,North Carolina,Winter,4.6,No,Store Pickup,32,Bank Transfer,Monthly
40.0,Male,Coat,Outerwear,30.0,Nevada,Summer,3.2,No,Free Shipping,1,Cash,Annually
64.0,Male,Shoes,Footwear,61.0,Connecticut,Summer,3.5,No,Next Day Air,4,Cash,Annually
56.0,Male,Handbag,Accessories,75.0,Utah,Winter,2.6,No,Standard,33,Cash,Bi-Weekly
63.0,Male,Jacket,Outerwear,88.0,Tennessee,Fall,4.9,No,Standard,45,Bank Transfer,Fortnightly
20.0,Male,Shirt,Clothing,67.0,Mississippi,Summer,2.7,No,Express,20,Debit Card,Fortnightly
54.0,Male,Hat,Accessories,95.0,Nebraska,Fall,4.7,No,2-Day Shipping,1,PayPal,Fortnightly
31.0,Male,Sunglasses,Accessories,69.0,West Virginia,Spring,4.0,No,Free Shipping,7,Credit Card,Bi-Weekly
36.0,Male,Shirt,Clothing,87.0,South Carolina,Fall,3.5,No,Next Day Air,48,Credit Card,Every 3 Months
25.0,Male,Belt,Accessories,41.0,Iowa,Winter,4.8,No,Standard,46,Bank Transfer,Quarterly
20.0,Male,Sweater,Clothing,67.0,North Dakota,Spring,4.0,No,Free Shipping,34,Debit Card,Annually
62.0,Male,Hoodie,Clothing,70.0,West Virginia,Fall,4.1,No,Express,36,Bank Transfer,Monthly
69.0,Male,Handbag,Accessories,41.0,Mississippi,Winter,3.8,No,Next Day Air,44,Debit Card,Every 3 Months
54.0,Male,Jeans,Clothing,83.0,Alabama,Summer,5.0,No,Express,48,Bank Transfer,Weekly
39.0,Male,Backpack,Accessories,22.0,California,Spring,4.0,No,Next Day Air,12,Bank Transfer,Annually
56.0,Male,Sneakers,Footwear,20.0,Idaho,Summer,3.9,No,Store Pickup,19,Cash,Every 3 Months
39.0,Male,Jewelry,Accessories,29.0,South Dakota,Summer,3.4,No,2-Day Shipping,49,Venmo,Bi-Weekly
37.0,Male,Sunglasses,Accessories,87.0,North Dakota,Spring,3.0,No,Standard,25,Venmo,Fortnightly
25.0,Male,Shorts,Clothing,81.0,Nevada,Fall,4.9,No,2-Day Shipping,25,Cash,Bi-Weekly
35.0,Male,Boots,Footwear,58.0,Florida,Spring,3.2,No,Express,1,Credit Card,Quarterly
45.0,Male,Skirt,Clothing,83.0,Indiana,Winter,3.8,No,Standard,19,Bank Transfer,Annually
19.0,Male,Pants,Clothing,59.0,Arkansas,Fall,3.8,No,Store Pickup,7,Credit Card,Quarterly
21.0,Male,T-shirt,Clothing,93.0,North Carolina,Spring,4.7,No,Express,19,Credit Card,Monthly
65.0,Male,T-shirt,Clothing,87.0,Illinois,Fall,3.8,No,2-Day Shipping,9,Cash,Fortnightly
49.0,Male,Jacket,Outerwear,22.0,Missouri,Winter,4.6,No,Free Shipping,37,PayPal,Quarterly
30.0,Male,Jeans,Clothing,71.0,South Dakota,Summer,4.4,No,Standard,15,Cash,Monthly
23.0,Male,Dress,Clothing,69.0,Idaho,Spring,3.4,No,2-Day Shipping,30,PayPal,Bi-Weekly
69.0,Male,Blouse,Clothing,47.0,Connecticut,Winter,4.7,No,Standard,30,Cash,Every 3 Months
29.0,Male,Hoodie,Clothing,50.0,Hawaii,Summer,2.9,No,Express,16,Debit Card,Bi-Weekly
54.0,Male,T-shirt,Clothing,96.0,Maryland,Winter,3.4,No,2-Day Shipping,14,PayPal,Every 3 Months
45.0,Male,Sweater,Clothing,39.0,Maryland,Winter,3.2,No,Free Shipping,8,Venmo,Quarterly
25.0,Male,Shorts,Clothing,84.0,Massachusetts,Winter,2.8,No,Express,40,Debit Card,Bi-Weekly
34.0,Male,Jewelry,Accessories,28.0,Delaware,Spring,4.3,No,Free Shipping,24,Credit Card,Monthly
46.0,Male,T-shirt,Clothing,51.0,Massachusetts,Summer,3.3,No,Standard,14,Cash,Fortnightly
44.0,Male,Scarf,Accessories,20.0,New York,Spring,3.3,No,Standard,39,PayPal,Annually
42.0,Male,Shoes,Footwear,72.0,Delaware,Winter,3.3,No,Free Shipping,21,PayPal,Weekly
45.0,Male,Sunglasses,Accessories,33.0,Massachusetts,Spring,3.0,No,Next Day Air,32,Venmo,Quarterly
57.0,Male,Coat,Outerwear,28.0,Indiana,Summer,2.8,No,Express,45,Debit Card,Weekly
49.0,Male,Blouse,Clothing,53.0,Virginia,Spring,4.0,No,Express,19,PayPal,Monthly
23.0,Male,Jeans,Clothing,48.0,Wyoming,Fall,4.3,No,Express,1,Debit Card,Every 3 Months
47.0,Male,Shorts,Clothing,21.0,Illinois,Winter,3.8,No,Store Pickup,12,Venmo,Fortnightly
23.0,Male,Shirt,Clothing,22.0,Alabama,Fall,4.2,No,Free Shipping,26,Credit Card,Weekly
21.0,Male,Backpack,Accessories,87.0,Idaho,Fall,3.1,No,Next Day Air,12,Cash,Monthly
45.0,Male,Belt,Accessories,50.0,Rhode Island,Winter,2.6,No,Free Shipping,36,Cash,Every 3 Months
67.0,Male,Blouse,Clothing,85.0,New York,Summer,3.4,No,Express,22,Credit Card,Annually
31.0,Male,Jeans,Clothing,98.0,Missouri,Spring,3.1,No,Next Day Air,16,PayPal,Quarterly
58.0,Male,Dress,Clothing,34.0,Texas,Winter,3.6,No,Express,31,Venmo,Annually
57.0,Male,Shorts,Clothing,61.0,Tennessee,Summer,2.6,No,2-Day Shipping,43,Cash,Quarterly
42.0,Male,Jewelry,Accessories,98.0,Ohio,Summer,4.2,No,Store Pickup,50,Venmo,Bi-Weekly
60.0,Male,Handbag,Accessories,61.0,Tennessee,Spring,2.9,No,2-Day Shipping,37,Credit Card,Weekly
21.0,Male,Jewelry,Accessories,98.0,Minnesota,Winter,4.2,No,Express,23,Cash,Weekly
69.0,Male,Pants,Clothing,21.0,Wisconsin,Fall,3.3,No,Next Day Air,10,Bank Transfer,Every 3 Months
41.0,Male,Pants,Clothing,51.0,Delaware,Winter,3.6,No,Next Day Air,20,Bank Transfer,Monthly
51.0,Male,Sandals,Footwear,80.0,Kansas,Spring,4.3,No,Express,18,Venmo,Every 3 Months
23.0,Male,Skirt,Clothing,72.0,Missouri,Winter,3.3,No,Standard,3,Bank Transfer,Weekly
57.0,Male,Sunglasses,Accessories,63.0,Michigan,Winter,3.0,No,Standard,23,PayPal,Weekly
40.0,Male,Skirt,Clothing,27.0,West Virginia,Winter,3.6,No,Store Pickup,27,Cash,Weekly
65.0,Male,Handbag,Accessories,44.0,Alabama,Summer,3.1,No,Store Pickup,44,Bank Transfer,Fortnightly
61.0,Male,Coat,Outerwear,23.0,New Hampshire,Winter,2.9,No,Express,41,Venmo,Quarterly
34.0,Male,Skirt,Clothing,93.0,Montana,Winter,3.9,No,2-Day Shipping,41,Bank Transfer,Annually
43.0,Male,Hoodie,Clothing,70.0,Wyoming,Fall,3.2,No,2-Day Shipping,36,Debit Card,Every 3 Months
31.0,Male,Sunglasses,Accessories,85.0,Missouri,Fall,3.1,No,Express,38,Venmo,Every 3 Months
57.0,Male,Sweater,Clothing,40.0,Ohio,Winter,3.2,No,2-Day Shipping,34,Cash,Annually
34.0,Male,Boots,Footwear,29.0,South Dakota,Winter,3.3,No,Store Pickup,14,Venmo,Quarterly
25.0,Male,Skirt,Clothing,27.0,Colorado,Fall,4.8,No,Next Day Air,23,Credit Card,Fortnightly
66.0,Male,Dress,Clothing,93.0,Massachusetts,Fall,3.8,No,2-Day Shipping,18,Credit Card,Fortnightly
56.0,Male,Belt,Accessories,20.0,Delaware,Spring,4.6,No,Next Day Air,45,Cash,Monthly
49.0,Male,Jewelry,Accessories,55.0,New Hampshire,Fall,2.8,No,Free Shipping,14,Bank Transfer,Weekly
19.0,Male,Dress,Clothing,94.0,Michigan,Fall,3.6,No,Standard,48,Debit Card,Annually
27.0,Male,Hat,Accessories,56.0,Pennsylvania,Winter,4.3,No,Free Shipping,17,Venmo,Bi-Weekly
44.0,Male,Sweater,Clothing,58.0,Louisiana,Spring,4.0,No,Next Day Air,1,PayPal,Weekly
20.0,Male,Skirt,Clothing,44.0,Minnesota,Spring,3.5,No,Standard,39,PayPal,Weekly
21.0,Male,Hoodie,Clothing,95.0,Hawaii,Fall,4.9,No,2-Day Shipping,24,Cash,Weekly
36.0,Male,Sandals,Footwear,42.0,Idaho,Summer,3.1,No,Express,41,Bank Transfer,Fortnightly
37.0,Male,Jewelry,Accessories,93.0,Vermont,Winter,3.9,No,Store Pickup,28,PayPal,Annually
61.0,Male,Dress,Clothing,56.0,Delaware,Summer,3.0,No,Store Pickup,34,Venmo,Quarterly
68.0,Male,Hoodie,Clothing,88.0,New Mexico,Spring,4.1,No,2-Day Shipping,41,Venmo,Quarterly
60.0,Male,Sweater,Clothing,54.0,Alaska,Winter,4.3,No,2-Day Shipping,27,Cash,Bi-Weekly
69.0,Male,Jewelry,Accessories,89.0,Minnesota,Fall,3.8,No,2-Day Shipping,46,Debit Card,Fortnightly
25.0,Male,Sandals,Footwear,45.0,Nebraska,Summer,3.9,No,2-Day Shipping,2,PayPal,Every 3 Months
32.0,Male,Socks,Clothing,75.0,Alaska,Winter,4.3,No,Free Shipping,45,Cash,Monthly
53.0,Male,Backpack,Accessories,22.0,Michigan,Fall,4.3,No,Express,34,Bank Transfer,Weekly
46.0,Male,Shirt,Clothing,82.0,Indiana,Fall,4.7,No,Store Pickup,9,Credit Card,Annually
58.0,Male,Shoes,Footwear,34.0,Hawaii,Summer,3.1,No,2-Day Shipping,1,Bank Transfer,Annually
21.0,Male,Coat,Outerwear,92.0,West Virginia,Summer,2.7,No,Free Shipping,17,PayPal,Annually
46.0,Male,Sweater,Clothing,78.0,New York,Spring,3.7,No,Express,6,PayPal,Weekly
18.0,Male,Jacket,Outerwear,47.0,Iowa,Spring,3.3,No,2-Day Shipping,12,Cash,Bi-Weekly
56.0,Male,Jacket,Outerwear,64.0,Arizona,Summer,3.4,No,Free Shipping,10,Venmo,Every 3 Months
18.0,Male,Sneakers,Footwear,44.0,Minnesota,Winter,4.7,No,Free Shipping,4,Cash,Fortnightly
49.0,Male,Belt,Accessories,94.0,Texas,Winter,4.9,No,Store Pickup,8,Debit Card,Bi-Weekly
29.0,Male,Scarf,Accessories,62.0,Virginia,Winter,4.3,No,Free Shipping,41,Venmo,Weekly
67.0,Male,Jewelry,Accessories,81.0,North Dakota,Summer,4.2,No,Next Day Air,49,Credit Card,Weekly
31.0,Male,T-shirt,Clothing,33.0,Iowa,Fall,3.7,No,Express,49,Bank Transfer,Quarterly
52.0,Male,Pants,Clothing,88.0,Utah,Fall,2.7,No,Next Day Air,40,Bank Transfer,Fortnightly
42.0,Male,Handbag,Accessories,49.0,Ohio,Winter,3.3,No,Free Shipping,30,Credit Card,Monthly
32.0,Male,Backpack,Accessories,31.0,Louisiana,Summer,4.8,No,Standard,4,Debit Card,Quarterly
47.0,Male,Gloves,Accessories,29.0,Iowa,Fall,4.1,No,Next Day Air,22,Venmo,Monthly
45.0,Male,Jacket,Outerwear,34.0,Maryland,Spring,4.6,No,2-Day Shipping,22,Venmo,Monthly
20.0,Male,Sweater,Clothing,38.0,Montana,Fall,4.9,No,2-Day Shipping,10,Bank Transfer,Quarterly
66.0,Male,Blouse,Clothing,41.0,Illinois,Summer,3.1,No,Store Pickup,23,Cash,Bi-Weekly
52.0,Male,Blouse,Clothing,34.0,Arizona,Spring,3.0,No,2-Day Shipping,43,Debit Card,Quarterly
50.0,Male,Gloves,Accessories,26.0,North Carolina,Summer,3.7,No,Store Pickup,31,PayPal,Bi-Weekly
62.0,Male,Jeans,Clothing,98.0,Montana,Winter,4.0,No,Store Pickup,38,Cash,Annually
38.0,Male,Sneakers,Footwear,59.0,Iowa,Fall,3.0,No,Express,22,Debit Card,Every 3 Months
65.0,Male,Hat,Accessories,92.0,Iowa,Fall,3.8,No,Store Pickup,45,Cash,Every 3 Months
60.0,Male,Backpack,Accessories,40.0,Ohio,Spring,3.7,No,Express,21,Debit Card,Fortnightly
68.0,Male,Jeans,Clothing,20.0,Wisconsin,Fall,4.0,No,2-Day Shipping,9,Debit Card,Fortnightly
62.0,Male,Skirt,Clothing,35.0,South Carolina,Spring,3.1,No,Store Pickup,34,Venmo,Weekly
62.0,Male,Belt,Accessories,35.0,Oregon,Spring,3.9,No,2-Day Shipping,26,Venmo,Weekly
40.0,Male,Dress,Clothing,82.0,North Dakota,Winter,3.7,No,Express,1,Cash,Weekly
44.0,Male,Hoodie,Clothing,48.0,California,Fall,3.9,No,Express,47,Venmo,Weekly
22.0,Male,Coat,Outerwear,58.0,Mississippi,Winter,2.7,No,Express,30,Credit Card,Weekly
33.0,Male,Sweater,Clothing,57.0,New Jersey,Spring,3.9,No,Express,48,Debit Card,Fortnightly
57.0,Male,Shorts,Clothing,96.0,Rhode Island,Winter,2.6,No,Store Pickup,31,Venmo,Bi-Weekly
60.0,Male,Sneakers,Footwear,97.0,New Hampshire,Summer,3.5,No,Free Shipping,33,Venmo,Fortnightly
30.0,Male,Sweater,Clothing,42.0,Louisiana,Winter,4.4,No,Next Day Air,39,Credit Card,Weekly
41.0,Male,T-shirt,Clothing,62.0,Arizona,Spring,4.9,No,Store Pickup,46,Debit Card,Weekly
58.0,Male,Handbag,Accessories,67.0,Rhode Island,Fall,3.9,No,Standard,24,Venmo,Annually
34.0,Male,Sneakers,Footwear,46.0,Vermont,Summer,3.5,No,Standard,37,Venmo,Fortnightly
67.0,Male,Jacket,Outerwear,71.0,Tennessee,Spring,4.3,No,Next Day Air,7,Debit Card,Monthly
58.0,Male,Backpack,Accessories,99.0,Alaska,Fall,3.4,No,Free Shipping,6,Debit Card,Fortnightly
41.0,Male,Jeans,Clothing,28.0,Maryland,Fall,2.7,No,Standard,16,Cash,Bi-Weekly
42.0,Male,Belt,Accessories,77.0,Wisconsin,Summer,3.6,No,Standard,33,Bank Transfer,Annually
50.0,Male,Boots,Footwear,63.0,Nevada,Summer,4.9,No,Express,18,PayPal,Bi-Weekly
40.0,Male,Shorts,Clothing,62.0,Illinois,Spring,3.5,No,Free Shipping,24,PayPal,Weekly
32.0,Male,Jeans,Clothing,92.0,Montana,Summer,3.8,No,Free Shipping,24,Cash,Quarterly
51.0,Male,Shoes,Footwear,72.0,New Mexico,Winter,4.5,No,2-Day Shipping,48,Credit Card,Every 3 Months
26.0,Male,Hat,Accessories,79.0,Virginia,Summer,4.0,No,Express,4,Cash,Weekly
32.0,Male,T-shirt,Clothing,27.0,Delaware,Summer,4.7,No,Free Shipping,20,Cash,Weekly
58.0,Male,Sunglasses,Accessories,39.0,North Carolina,Fall,3.8,No,Express,47,Debit Card,Every 3 Months
51.0,Male,Socks,Clothing,86.0,Nevada,Spring,4.5,No,Next Day Air,50,Cash,Quarterly
19.0,Male,Shirt,Clothing,94.0,Washington,Fall,5.0,No,Express,31,PayPal,Monthly
57.0,Male,Shorts,Clothing,53.0,Maine,Spring,2.8,No,Express,29,PayPal,Quarterly
66.0,Male,Shirt,Clothing,85.0,Connecticut,Summer,4.4,No,Standard,4,Cash,Annually
62.0,Male,Socks,Clothing,50.0,Louisiana,Fall,4.7,No,Free Shipping,40,Bank Transfer,Bi-Weekly
58.0,Male,Pants,Clothing,47.0,Illinois,Winter,3.8,No,Express,31,Cash,Monthly
23.0,Male,Boots,Footwear,75.0,South Dakota,Winter,4.9,No,Next Day Air,41,Credit Card,Weekly
45.0,Male,T-shirt,Clothing,60.0,Indiana,Winter,4.2,No,Express,44,Debit Card,Annually
20.0,Male,T-shirt,Clothing,36.0,Vermont,Spring,4.9,No,2-Day Shipping,31,Bank Transfer,Weekly
33.0,Male,Coat,Outerwear,80.0,New Hampshire,Spring,3.9,No,Express,45,Cash,Every 3 Months
30.0,Male,Hat,Accessories,96.0,Oregon,Spring,4.9,No,2-Day Shipping,50,Credit Card,Quarterly
50.0,Male,Sunglasses,Accessories,80.0,Kansas,Winter,4.8,No,Express,7,Venmo,Annually
62.0,Male,Blouse,Clothing,71.0,Maine,Summer,3.3,No,Free Shipping,5,Bank Transfer,Every 3 Months
69.0,Male,Jewelry,Accessories,29.0,Louisiana,Fall,4.6,No,Free Shipping,48,Cash,Monthly
34.0,Male,Jewelry,Accessories,53.0,Louisiana,Spring,4.5,No,2-Day Shipping,19,PayPal,Fortnightly
49.0,Male,Skirt,Clothing,35.0,Indiana,Summer,4.1,No,2-Day Shipping,39,Venmo,Fortnightly
65.0,Male,Scarf,Accessories,75.0,Kentucky,Fall,3.2,No,2-Day Shipping,45,Credit Card,Quarterly
66.0,Male,Pants,Clothing,52.0,South Carolina,Fall,4.2,No,2-Day Shipping,35,Credit Card,Monthly
41.0,Male,Hat,Accessories,77.0,Montana,Winter,4.8,No,Free Shipping,8,Venmo,Monthly
37.0,Male,Gloves,Accessories,24.0,Vermont,Fall,4.1,No,Next Day Air,11,Credit Card,Quarterly
32.0,Male,Shirt,Clothing,78.0,Mississippi,Winter,3.7,No,Store Pickup,32,Cash,Annually
42.0,Male,Sandals,Footwear,98.0,Wyoming,Winter,2.6,No,Store Pickup,46,Bank Transfer,Every 3 Months
31.0,Male,Socks,Clothing,57.0,Vermont,Winter,3.0,No,Standard,7,PayPal,Every 3 Months
61.0,Male,Handbag,Accessories,78.0,Alabama,Summer,4.4,No,Express,1,Debit Card,Annually
36.0,Male,Jacket,Outerwear,76.0,Kentucky,Fall,4.7,No,Next Day Air,32,Credit Card,Monthly
60.0,Male,Shorts,Clothing,26.0,South Dakota,Spring,2.7,No,2-Day Shipping,31,Credit Card,Annually
51.0,Male,Sandals,Footwear,78.0,Delaware,Winter,2.8,No,2-Day Shipping,39,Bank Transfer,Quarterly
68.0,Male,Scarf,Accessories,53.0,Wisconsin,Summer,2.9,No,Standard,9,Venmo,Quarterly
46.0,Male,Sandals,Footwear,100.0,Arizona,Summer,4.4,No,Free Shipping,49,Credit Card,Weekly
19.0,Male,Jeans,Clothing,73.0,Maine,Winter,2.7,No,Express,34,Cash,Every 3 Months
30.0,Male,Skirt,Clothing,40.0,New Mexico,Winter,4.5,No,Store Pickup,35,Bank Transfer,Monthly
51.0,Male,Gloves,Accessories,76.0,Wyoming,Winter,2.8,No,Store Pickup,50,Debit Card,Weekly
28.0,Male,Skirt,Clothing,80.0,Delaware,Fall,3.1,No,Free Shipping,4,Bank Transfer,Fortnightly
41.0,Male,Sweater,Clothing,80.0,Pennsylvania,Winter,3.8,No,Store Pickup,32,Cash,Weekly
29.0,Male,Blouse,Clothing,67.0,North Dakota,Spring,2.9,No,Express,11,PayPal,Fortnightly
44.0,Male,Sweater,Clothing,61.0,Kentucky,Spring,3.8,No,Express,49,Credit Card,Annually
60.0,Male,Shirt,Clothing,76.0,Rhode Island,Spring,4.7,No,Standard,9,Cash,Annually
63.0,Male,Jewelry,Accessories,55.0,Arizona,Summer,3.2,No,Free Shipping,30,PayPal,Bi-Weekly
51.0,Male,T-shirt,Clothing,85.0,Colorado,Summer,4.0,No,Next Day Air,33,Cash,Monthly
22.0,Male,Scarf,Accessories,69.0,Maine,Spring,4.9,No,2-Day Shipping,8,Debit Card,Annually
54.0,Male,Belt,Accessories,26.0,New Jersey,Summer,3.7,No,Store Pickup,29,Debit Card,Fortnightly
18.0,Male,T-shirt,Clothing,64.0,Kansas,Summer,4.8,No,Next Day Air,4,Credit Card,Monthly
29.0,Male,Sneakers,Footwear,60.0,South Dakota,Fall,3.6,No,Standard,19,Debit Card,Monthly
59.0,Male,Gloves,Accessories,36.0,New Hampshire,Winter,4.6,No,Express,10,PayPal,Fortnightly
25.0,Male,Sandals,Footwear,21.0,Connecticut,Spring,4.3,No,2-Day Shipping,39,Debit Card,Monthly
19.0,Male,Backpack,Accessories,72.0,Wyoming,Fall,3.2,No,2-Day Shipping,21,Venmo,Quarterly
56.0,Male,Pants,Clothing,62.0,Missouri,Summer,3.8,No,Store Pickup,12,Bank Transfer,Monthly
31.0,Male,T-shirt,Clothing,0.45,Alaska,Winter,4.2,No,Standard,9,Credit Card,Fortnightly
45.0,Male,Skirt,Clothing,52.0,Delaware,Fall,3.4,No,2-Day Shipping,20,Venmo,Quarterly
23.0,Male,Gloves,Accessories,58.0,Indiana,Spring,4.7,No,Next Day Air,44,Cash,Fortnightly
18.0,Male,Blouse,Clothing,77.0,West Virginia,Spring,3.9,No,2-Day Shipping,16,Debit Card,Every 3 Months
43.0,Male,Blouse,Clothing,99.0,Wyoming,Spring,4.3,No,Store Pickup,27,Debit Card,Fortnightly
56.0,Male,Jeans,Clothing,96.0,Illinois,Fall,2.7,No,Standard,14,Cash,Every 3 Months
43.0,Male,T-shirt,Clothing,64.0,Alaska,Summer,4.6,No,Standard,24,Credit Card,Monthly
64.0,Male,Sweater,Clothing,44.0,Wisconsin,Fall,2.9,No,Express,49,Bank Transfer,Weekly
67.0,Male,Pants,Clothing,33.0,Indiana,Fall,3.6,No,Free Shipping,14,Cash,Weekly
63.0,Male,Boots,Footwear,71.0,Tennessee,Winter,3.9,No,Next Day Air,6,Credit Card,Quarterly
54.0,Male,Skirt,Clothing,36.0,Illinois,Fall,2.6,No,Standard,20,Venmo,Quarterly
69.0,Male,Gloves,Accessories,62.0,Pennsylvania,Fall,3.6,No,Express,3,Credit Card,Annually
34.0,Male,Socks,Clothing,29.0,Oklahoma,Summer,3.4,No,Store Pickup,5,Credit Card,Monthly
56.0,Male,T-shirt,Clothing,33.0,Tennessee,Spring,3.5,No,Express,46,Cash,Bi-Weekly
34.0,Male,Blouse,Clothing,33.0,New Jersey,Fall,3.1,No,2-Day Shipping,8,Debit Card,Monthly
58.0,Male,Blouse,Clothing,41.0,New Jersey,Winter,4.3,No,Standard,13,Cash,Bi-Weekly
44.0,Male,Scarf,Accessories,54.0,Tennessee,Winter,5.0,No,Store Pickup,25,Bank Transfer,Quarterly
25.0,Male,Backpack,Accessories,58.0,Georgia,Spring,4.9,No,Store Pickup,39,Debit Card,Fortnightly
27.0,Male,Shorts,Clothing,30.0,Arizona,Summer,4.3,No,Next Day Air,15,Bank Transfer,Bi-Weekly
26.0,Male,Jewelry,Accessories,53.0,Nevada,Winter,4.4,No,Standard,35,Cash,Monthly
18.0,Male,Gloves,Accessories,91.0,Arkansas,Spring,4.4,No,Next Day Air,46,Cash,Bi-Weekly
64.0,Male,Hoodie,Clothing,44.0,North Dakota,Fall,3.5,No,Express,3,PayPal,Monthly
62.0,Male,Hoodie,Clothing,89.0,South Dakota,Winter,3.4,No,Free Shipping,48,Credit Card,Weekly
59.0,Male,Skirt,Clothing,57.0,North Carolina,Spring,2.5,No,Next Day Air,27,Bank Transfer,Weekly
36.0,Male,Sunglasses,Accessories,57.0,Hawaii,Spring,3.4,No,Store Pickup,5,Credit Card,Weekly
69.0,Male,Jewelry,Accessories,74.0,New Hampshire,Summer,2.6,No,Next Day Air,48,Debit Card,Quarterly
39.0,Male,Jacket,Outerwear,30.0,California,Fall,4.6,No,2-Day Shipping,12,Venmo,Weekly
28.0,Male,Dress,Clothing,20.0,Delaware,Summer,3.7,No,Express,10,PayPal,Fortnightly
42.0,Male,Hoodie,Clothing,90.0,Arizona,Fall,2.5,No,Free Shipping,48,Debit Card,Bi-Weekly
31.0,Male,Jeans,Clothing,61.0,Washington,Fall,4.5,No,Express,3,Debit Card,Monthly
57.0,Male,Sandals,Footwear,51.0,Nevada,Fall,2.9,No,Standard,19,Venmo,Monthly
44.0,Male,Sunglasses,Accessories,97.0,Alaska,Winter,2.9,No,Free Shipping,11,Debit Card,Fortnightly
59.0,Male,Pants,Clothing,97.0,Texas,Fall,3.5,No,Next Day Air,25,Venmo,Monthly
32.0,Male,Shorts,Clothing,40.0,New York,Winter,4.2,No,Store Pickup,42,PayPal,Weekly
65.0,Male,Jewelry,Accessories,85.0,Iowa,Summer,3.3,No,Free Shipping,34,Cash,Quarterly
56.0,Male,Socks,Clothing,76.0,Arizona,Winter,3.9,No,Store Pickup,50,Cash,Quarterly
31.0,Male,Sandals,Footwear,22.0,New Mexico,Spring,5.0,No,Store Pickup,21,Venmo,Monthly
59.0,Male,Pants,Clothing,63.0,North Carolina,Summer,3.3,No,Standard,37,Bank Transfer,Weekly
22.0,Male,T-shirt,Clothing,71.0,Nevada,Spring,4.2,No,Free Shipping,46,Cash,Monthly
47.0,Male,Boots,Footwear,35.0,Idaho,Summer,4.9,No,2-Day Shipping,14,Bank Transfer,Fortnightly
23.0,Male,Backpack,Accessories,30.0,Vermont,Spring,4.6,No,2-Day Shipping,24,PayPal,Fortnightly
69.0,Male,Skirt,Clothing,74.0,New Mexico,Fall,4.8,No,Store Pickup,36,Credit Card,Every 3 Months
18.0,Male,Scarf,Accessories,71.0,Georgia,Winter,2.7,No,Next Day Air,19,Debit Card,Bi-Weekly
